kind,key,name,team,fotmob_id,file,status
face,1910,Mohammed Salisu,Ghana,938247,outputs/assets/faces/1910.png,ok
face,13924,Sergio Rochet,Uruguay,553476,outputs/assets/faces/13924.png,ok
face,13944,Abdelkarim Hassan,Qatar,251923,outputs/assets/faces/13944.png,ok
face,107,Christian Pulisic,United States,688295,outputs/assets/faces/107.png,ok
face,1938,Hakim Ziyech,Morocco,360559,outputs/assets/faces/1938.png,ok
face,1896,Matty Cash,Poland,729731,outputs/assets/faces/1896.png,ok
face,6895,Rodrigo de Paul,Argentina,324578,outputs/assets/faces/6895.png,ok
face,4566,Rubén Vargas,Switzerland,860752,outputs/assets/faces/4566.png,ok
face,286,Chris Mepham,Wales,819762,outputs/assets/faces/286.png,ok
face,4666,Raphaël Guerreiro,Portugal,352994,outputs/assets/faces/4666.png,ok
face,4661,Manuel Akanji,Switzerland,521318,outputs/assets/faces/4661.png,ok
face,13121,Yunus Musah,United States,1137272,outputs/assets/faces/13121.png,ok
face,8129,Marcelo Brozovic,Croatia,206508,outputs/assets/faces/8129.png,ok
face,2095,Daichi Kamada,Japan,621515,outputs/assets/faces/2095.png,ok
face,13977,Morteza Pouraliganji,Iran,622250,outputs/assets/faces/13977.png,ok
face,12820,Jakub Kiwior,Poland,1021834,outputs/assets/faces/12820.png,ok
face,265,Declan Rice,England,654096,outputs/assets/faces/265.png,ok
face,13799,Shuichi Gonda,Japan,98238,outputs/assets/faces/13799.png,ok
face,8328,Remo Freuler,Switzerland,201704,outputs/assets/faces/8328.png,ok
face,3846,Marquinhos,Brazil,267365,outputs/assets/faces/3846.png,ok
face,13788,Yeltsin Tejeda,Costa Rica,288783,outputs/assets/faces/13788.png,ok
face,1257,In-beom Hwang,South Korea,623698,outputs/assets/faces/1257.png,ok
face,144,Emiliano Martínez,Argentina,268375,outputs/assets/faces/144.png,ok
face,395,Pierre-Emile Höjbjerg,Denmark,266523,outputs/assets/faces/395.png,ok
face,4324,Azzedine Ounahi,Morocco,1073143,outputs/assets/faces/4324.png,ok
